section,key,type,offset,default,source_addr,yr_active,notes,field_class
$IMAGE,IdleAnimPoweredLight,bool,0x1455,0 (false),line:4410,yes,PowerUp loop entry bool @ entry+0x41 — zeroed,config
$IMAGE,IdleAnimPoweredEffect,bool,0x1456,0 (false),line:4413,yes,PowerUp loop entry bool @ entry+0x42 — zeroed,config
$IMAGE,IdleAnimPoweredSpecial,bool,0x1457,0 (false),line:4416,yes,PowerUp loop entry bool @ entry+0x43 — zeroed,config
$IMAGE,LowPower,char[16],0x1458,"" (empty),line:3535,yes,PowerUp loop entry — name fields memset to 0 by loop at 0045e3be,config
$IMAGE,LowPowerDamaged,char[16],0x1468,"" (empty),line:3569,yes,PowerUp loop entry — name fields memset to 0 by loop at 0045e3be,config
$IMAGE,LowPowerGarrisoned,char[16],0x1478,"" (empty),line:3637,yes,PowerUp loop entry — name fields memset to 0 by loop at 0045e3be,config
$IMAGE,LowPowerX,int,0x1488,0,line:3735,yes,PowerUp loop entry int field — zeroed by loop at 0045e3be,config
$IMAGE,LowPowerY,int,0x148c,0,line:3737,yes,PowerUp loop entry int field — zeroed by loop at 0045e3be,config
$IMAGE,LowPowerZAdjust,int,0x1490,0,line:3739,yes,PowerUp loop entry int field — zeroed by loop at 0045e3be,config
$IMAGE,LowPowerYSort,int,0x1494,0,line:3742,yes,PowerUp loop entry int field — zeroed by loop at 0045e3be,config
$IMAGE,LowPowerPowered,bool,0x1498,1 (true),line:3744,yes,PowerUp loop entry Powered flag — default true via [base+0x40]=1,config
$IMAGE,LowPowerPoweredLight,bool,0x1499,0 (false),line:3747,yes,PowerUp loop entry bool @ entry+0x41 — zeroed,config
$IMAGE,LowPowerPoweredEffect,bool,0x149a,0 (false),line:3750,yes,PowerUp loop entry bool @ entry+0x42 — zeroed,config
$IMAGE,LowPowerPoweredSpecial,bool,0x149b,0 (false),line:3753,yes,PowerUp loop entry bool @ entry+0x43 — zeroed,config
$IMAGE,SuperLowPower,char[16],0x149c,"" (empty),line:3757,no,PowerUp loop entry — name fields memset to 0 by loop at 0045e3be,config
$IMAGE,SuperLowPowerDamaged,char[16],0x14ac,"" (empty),line:3791,no,PowerUp loop entry — name fields memset to 0 by loop at 0045e3be,config
$IMAGE,SuperLowPowerGarrisoned,char[16],0x14bc,"" (empty),line:3860,no,PowerUp loop entry — name fields memset to 0 by loop at 0045e3be,config
$IMAGE,SuperLowPowerX,int,0x14cc,0,line:3958,no,PowerUp loop entry int field — zeroed by loop at 0045e3be,config
$IMAGE,SuperLowPowerY,int,0x14d0,0,line:3960,no,PowerUp loop entry int field — zeroed by loop at 0045e3be,config
$IMAGE,SuperLowPowerZAdjust,int,0x14d4,0,line:3962,no,PowerUp loop entry int field — zeroed by loop at 0045e3be,config
$IMAGE,SuperLowPowerYSort,int,0x14d8,0,line:3965,no,PowerUp loop entry int field — zeroed by loop at 0045e3be,config
$IMAGE,SuperLowPowerPowered,bool,0x14dc,1 (true),line:3968,no,PowerUp loop entry Powered flag — default true via [base+0x40]=1,config
$IMAGE,SuperLowPowerPoweredLight,bool,0x14dd,0 (false),line:3971,no,PowerUp loop entry bool @ entry+0x41 — zeroed,config
$IMAGE,SuperLowPowerPoweredEffect,bool,0x14de,0 (false),line:3975,no,PowerUp loop entry bool @ entry+0x42 — zeroed,config
$IMAGE,SuperLowPowerPoweredSpecial,bool,0x14df,0 (false),line:3979,no,PowerUp loop entry bool @ entry+0x43 — zeroed,config
$SELF,Upgrades,int,0x14e0,0,line:4848,yes,ctor 0045df31 — Upgrades default,config
$IMAGE,SpecialZOverlayZAdjust,int,0x1514,0,line:695,yes,ctor 0045df61,config
$IMAGE,NormalZAdjust,int,0x1520,0,line:698,yes,ctor 0045df73 — NormalZAdjust int=0,config
$SELF,AntiAirValue,int,0x1524,0,line:58,yes,ctor 0045df79 — AntiAirValue,config
$SELF,AntiArmorValue,int,0x1528,0,line:56,yes,ctor 0045df7f — AntiArmorValue,config
$SELF,AntiInfantryValue,int,0x152c,0,line:53,yes,ctor 0045df87 — AntiInfantryValue,config
$IMAGE,ZShapePointMove,minmax,0x1530,"{min=0, max=0}",line:701,yes,minmax — ctor 0045df8d zeros 0x1530 (min); 0045df93 zeros 0x1534 (max),config
$IMAGE,ExtraLight,short,0x1548,0,line:705,yes,ctor 0045dfcc WORD — ExtraLight short,config
$SELF,TogglePower,bool,0x154a,1 (true),line:372,yes,ctor 0045dfd3 — default TogglePower=true,config
$SELF,HasSpotlight,bool,0x154b,0 (false),line:60,conditional,ctor 0045dfda — HasSpotlight,config
$SELF,IsTemple,bool,0x154c,0,line:328,yes,ctor 0045dfe0 — IsTemple,config
$SELF,IsPlug,bool,0x154d,0,line:330,yes,ctor 0045dfec — IsPlug,config
$SELF,HoverPad,bool,0x154e,0,line:326,yes,ctor 0045dfc3 — HoverPad,config
$SELF,BaseNormal,bool,0x154f,1 (true),line:134,no,ctor 0045dff2 — default BaseNormal=true,config
$SELF,EligibileForAllyBuilding,bool,0x1550,0,line:136,yes,ctor 0045dff9 — EligibileForAllyBuilding,config
$SELF,EligibleForDelayKill,bool,0x1551,0,line:139,yes,ctor 0045dfff — EligibleForDelayKill,config
$SELF,NeedsEngineer,bool,0x1552,0,line:142,yes,ctor 0045e005 — NeedsEngineer,config
$SELF,CaptureEvaEvent,enum_owner,0x1554,-1,line:144,yes,FUN_00474fa0 owner/ADR-string enum; ctor 0045e00b — CaptureEvaEvent=unset,config
$SELF,ProduceCashStartup,int,0x1558,0,line:117,yes,ctor 0045e011 — ProduceCashStartup,config
$SELF,ProduceCashAmount,int,0x155c,0,line:120,yes,ctor 0045e017 — ProduceCashAmount,config
$SELF,ProduceCashDelay,int,0x1560,0,line:123,yes,ctor 0045e01d — ProduceCashDelay,config
$SELF,InfantryGainSelfHeal,int,0x1564,0,line:125,yes,ctor 0045e023 — InfantryGainSelfHeal,config
$SELF,UnitsGainSelfHeal,int,0x1568,0,line:128,yes,ctor 0045e029 — UnitsGainSelfHeal,config
$SELF,RefinerySmokeFrames,int,0x156c,25,line:131,yes,ctor 0045e02f (0x19) — default RefinerySmokeFrames,config
$SELF,Capturable,bool,0x1572,0,line:84,yes,ctor 0045e045 — Capturable=false,config
$SELF,Powered,bool,0x1573,0,line:86,yes,ctor 0045e04b — Powered=false,config
$SELF,PoweredSpecial,bool,0x1574,0,line:88,yes,ctor 0045e051 — PoweredSpecial,config
$SELF,Overpowerable,bool,0x1575,0,line:90,yes,ctor 0045e057 — Overpowerable,config
$SELF,Spyable,bool,0x1576,0,line:92,yes,ctor 0045e05d — Spyable,config
$SELF,CanC4,bool,0x1577,1 (true),line:94,yes,ctor 0045e063 — default CanC4=true,config
$SELF,WantsExtraSpace,bool,0x1578,0,line:96,yes,ctor 0045e06a — WantsExtraSpace,config
$SELF,Unsellable,bool,0x1579,0,line:100,yes,ctor 0045e070 — Unsellable,config
$SELF,ClickRepairable,bool,0x157a,1 (true),line:102,yes,ctor 0045e076 — default ClickRepairable=true,config
$SELF,CanBeOccupied,bool,0x157b,0,line:104,yes,ctor 0045e07d — CanBeOccupied,config
$SELF,CanOccupyFire,bool,0x157c,0,line:106,yes,ctor 0045e083 — CanOccupyFire,config
$SELF,MaxNumberOccupants,int,0x1580,0,line:111,yes,ctor 0045e089 — MaxNumberOccupants,config
$SELF,ShowOccupantPips,bool,0x1584,1 (true),line:108,yes,ctor 0045e08f — default ShowOccupantPips=true,config
$IMAGE,QueueingCell,minmax,0x1618,"{min=UNINIT, max=0}",line:739,yes,ctor 0045e096 zeros only 0x161C (max); 0x1618 (min) UNINIT — WARN,partial_config
$SELF,NumberImpassableRows,int,0x1620,-1,line:114,yes,ctor 0045e09c — NumberImpassableRows=-1 sentinel,config
$SELF,Radar,bool,0x16a4,0,line:76,yes,ctor 0045e0a2 — Radar=false,config
$SELF,SpySat,bool,0x16a5,0,line:78,yes,ctor 0045e0a8 — SpySat=false,config
$IMAGE,ChargeAnim,bool,0x16a6,0,line:646,yes,ctor 0045e0ae — ChargeAnim=false,config
$IMAGE,IsAnimDelayedFire,bool,0x16a7,0,line:648,yes,ctor 0045e0b4 — IsAnimDelayedFire=false,config
$IMAGE,SiloDamage,bool,0x16a8,0,line:644,yes,ctor 0045e0ba — SiloDamage=false,config
$SELF,UnitRepair,bool,0x16a9,0,line:422,yes,ctor 0045e0c0 — UnitRepair=false,config
$SELF,UnitReload,bool,0x16aa,0,line:424,yes,ctor 0045e0c6 — UnitReload=false,config
$SELF,Bunker,bool,0x16ab,0,line:426,yes,ctor 0045e0cc — Bunker=false,config
$SELF,Cloning,bool,0x16ac,0,line:428,yes,ctor 0045e0d2 — Cloning=false,config
$SELF,Grinding,bool,0x16ad,0,line:430,yes,ctor 0045e0d8 — Grinding=false,config
$SELF,UnitAbsorb,bool,0x16ae,0,line:432,yes,ctor 0045e0de — UnitAbsorb=false,config
$SELF,InfantryAbsorb,bool,0x16af,0,line:434,yes,ctor 0045e0e4 — InfantryAbsorb=false,config
$SELF,SecretLab,bool,0x16b0,0,line:436,yes,ctor 0045e0ea — SecretLab=false,config
$IMAGE,DoubleThick,bool,0x16b1,0,line:640,yes,ctor 0045e0f0 — DoubleThick=false,config
$SELF,DockUnload,bool,0x16b3,0,line:438,yes,ctor 0045e0fc — DockUnload=false,config
$IMAGE,Recoilless,bool,0x16b4,0,line:638,yes,ctor 0045e102 — Recoilless=false,config
$SELF,HasStupidGuardMode,bool,0x16b5,1 (true),line:561,yes,ctor 0045e108 — default HasStupidGuardMode=true,config
$SELF,BridgeRepairHut,bool,0x16b6,0,line:559,no,ctor 0045e10f — BridgeRepairHut=false (TS-only),config
$SELF,ConstructionYard,bool,0x16b9,0,line:444,yes,ctor 0045e121 — ConstructionYard=false,config
$SELF,NukeSilo,bool,0x16ba,0,line:447,yes,ctor 0045e127 — NukeSilo=false,config
$SELF,Refinery,bool,0x16bb,0,line:449,yes,ctor 0045e12d — Refinery=false,config
$SELF,Weeder,bool,0x16bc,0,line:310,yes,ctor 0045e133 — Weeder=false,config
$SELF,WeaponsFactory,bool,0x16bd,0,line:451,yes,ctor 0045e139 — WeaponsFactory=false,config
$SELF,LaserFencePost,bool,0x16be,0,line:453,no,ctor 0045e13f — LaserFencePost=false (TS),config
$SELF,LaserFence,bool,0x16bf,0,line:455,no,ctor 0045e145 — LaserFence=false (TS),config
$SELF,FirestormWall,bool,0x16c0,0,line:457,no,ctor 0045e14b — FirestormWall=false (TS),config
$SELF,Hospital,bool,0x16c1,0,line:459,yes,ctor 0045e151 — Hospital=false,config
$SELF,Armory,bool,0x16c2,0,line:461,yes,ctor 0045e157 — Armory=false,config
$SELF,EMPulseCannon,bool,0x16c3,0,line:469,no,ctor 0045e15d — EMPulseCannon=false (TS),config
$SELF,TickTank,bool,0x16c4,0,line:471,no,ctor 0045e163 — TickTank=false (TS),config
$SELF,TurretAnimIsVoxel,bool,0x16c5,0,line:4813,yes,ctor 0045e169 — TurretAnimIsVoxel=false,config
$SELF,BarrelAnimIsVoxel,bool,0x16c6,0,line:4816,yes,ctor 0045e16f — BarrelAnimIsVoxel=false,config
$SELF,CloakGenerator,bool,0x16c7,0,line:481,no,ctor 0045e175 — CloakGenerator=false (TS),config
$SELF,SensorArray,bool,0x16c8,0,line:483,yes,ctor 0045e17b — SensorArray=false,config
$SELF,ICBMLauncher,bool,0x16c9,0,line:573,no,ctor 0045e181 — ICBMLauncher=false (TS),config
$SELF,Artillary,bool,0x16ca,0,line:575,no,ctor 0045e187 — Artillary=false (TS),config
$SELF,Helipad,bool,0x16cb,0,line:312,yes,ctor 0045e18d — Helipad=false,config
$SELF,OrePurifier,bool,0x16cc,0,line:314,yes,ctor 0045e193 — OrePurifier=false,config
$SELF,FactoryPlant,bool,0x16cd,0,line:316,yes,ctor 0045e19e — FactoryPlant=false,config
$SELF,InfantryCostBonus,float,0x16d0,1.0f,line:352,yes,ctor 0045e1a4 (0x3F800000) — InfantryCostBonus,config
$SELF,UnitsCostBonus,float,0x16d4,1.0f,line:356,yes,ctor 0045e1aa — UnitsCostBonus,config
$SELF,AircraftCostBonus,float,0x16d8,1.0f,line:360,yes,ctor 0045e1b0 — AircraftCostBonus,config
$SELF,BuildingsCostBonus,float,0x16dc,1.0f,line:364,yes,ctor 0045e1b6 — BuildingsCostBonus,config
$SELF,DefensesCostBonus,float,0x16e0,1.0f,line:368,yes,ctor 0045e1bc — DefensesCostBonus,config
$SELF,GDIBarracks,bool,0x16e4,0,line:463,no,ctor 0045e1c2 — GDIBarracks=false (TS),config
$SELF,NODBarracks,bool,0x16e5,0,line:465,no,ctor 0045e1c8 — NODBarracks=false (TS),config
$SELF,YuriBarracks,bool,0x16e6,0,line:467,yes,ctor 0045e1ce — YuriBarracks=false,config
$SELF,ChargedAnimTime,float,0x16e8,999.0f,line:473,yes,ctor 0045e1d4 (0x4479C000) — ChargedAnimTime,config
$IMAGE,DelayedFireDelay,int,0x16ec,0,line:651,yes,ctor 0045e1de — DelayedFireDelay,config
$SELF,SuperWeapon,enum_indexed,0x16f0,-1,line:477,yes,FUN_00474f50 indexed-table enum reader; ctor 0045e1e4 — SuperWeapon index=-1,config
$SELF,SuperWeapon2,enum_indexed,0x16f4,-1,line:479,yes,FUN_00474f50 indexed-table enum reader; ctor 0045e1ea — SuperWeapon2 index=-1,config
$IMAGE,GateStages,int,0x16f8,9,line:674,yes,ctor 0045e1f0 — default GateStages,config
$SELF,PowersUpToLevel,int,0x16fc,-1,line:557,yes,ctor 0045e1fa — PowersUpToLevel=-1 sentinel,config
$IMAGE,DamagedDoor,bool,0x1700,0,line:670,yes,ctor 0045e200 — DamagedDoor=false,config
$SELF,InvisibleInGame,bool,0x1701,0,line:517,yes,ctor 0045e206 — InvisibleInGame=false,config
$IMAGE,TerrainPalette,bool,0x1702,0,line:672,yes,ctor 0045e20c — TerrainPalette=false,config
$SELF,PlaceAnywhere,bool,0x1703,0,line:571,yes,ctor 0045e212 — PlaceAnywhere=false,config
$IMAGE,ExtraDamageStage,bool,0x1704,1 (true),line:692,yes,ctor 0045e218 — default ExtraDamageStage=true,config
$SELF,AIBuildThis,bool,0x1705,0,line:597,yes,ctor 0045e21f — AIBuildThis=false,config
$SELF,IsBaseDefense,bool,0x1706,0,line:601,yes,ctor 0045e225 — IsBaseDefense=false,config
$SELF,CloakRadiusInCells,byte,0x1707,20,line:485,conditional,ctor 0045e22b (0x14) — default CloakRadiusInCells,config
$SELF,ConcentricRadialIndicator,bool,0x1708,0,line:606,conditional,ctor 0045e232 — ConcentricRadialIndicator=false,config
$SELF,PsychicDetectionRadius,int,0x170c,0,line:488,conditional,ctor 0045e238 — PsychicDetectionRadius,config
$SELF,BarrelStartPitch,int,0x1710,64,line:491,yes,ctor 0045e23e (0x40) — default BarrelStartPitch,config
$SELF,VoxelBarrelFile,char[],0x1714,"" (empty),line:4819,yes,ctor 0045e428 null-terms VoxelBarrelFile first byte,config
$SELF,VoxelBarrelOffsetToPitchPivotPoint,int[3],0x1730,UNINIT,line:4821,yes,coord triple; ctor leaves uninitialized,uninit_config
$SELF,VoxelBarrelOffsetToRotatePivotPoint,int[3],0x173c,UNINIT,line:4828,yes,coord triple; ctor leaves uninitialized,uninit_config
$SELF,VoxelBarrelOffsetToBuildingPivotPoint,int[3],0x1748,UNINIT,line:4835,yes,coord triple; ctor leaves uninitialized,uninit_config
$SELF,VoxelBarrelOffsetToBarrelEnd,int[3],0x1754,UNINIT,line:4842,yes,coord triple; ctor leaves uninitialized,uninit_config
$SELF,IsThreatRatingNode,bool,0x1763,0,line:603,yes,ctor 0045e25a — IsThreatRatingNode=false,config
$IMAGE,PrimaryFireDualOffset,bool,0x1764,0,line:688,yes,ctor 0045e260 — PrimaryFireDualOffset,config
$SELF,ProtectWithWall,bool,0x1765,0,line:146,yes,ctor 0045e266 — ProtectWithWall=false,config
$SELF,CanHideThings,bool,0x1766,1 (true),line:707,yes,ctor 0045e26c — default CanHideThings=true,config
$SELF,CrateBeneath,bool,0x1767,0,line:564,yes,ctor 0045e273 — CrateBeneath=false,config
$SELF,LeaveRubble,bool,0x1768,0,line:569,yes,ctor 0045e279 — LeaveRubble=false,config
$SELF,CrateBeneathIsMoney,bool,0x1769,0,line:566,yes,ctor 0045e284 — CrateBeneathIsMoney=false,config
$SELF,NumberOfDocks,int,0x1780,1,line:4942,yes,ctor 0045e28a — default NumberOfDocks=1,config
